BROAD_ANCESTRAL_CATEGORY,YEAR,total_country,Prop,Trait
European,2008,44251,0.974219541191493,CVD
European,2009,287592,0.931170471102477,CVD
European,2010,247267.5,0.778060100692259,CVD
European,2011,792473,0.86577184140923,CVD
European,2012,374688.166666667,0.819709005416041,CVD
European,2013,461881.666666667,0.896956880017141,CVD
European,2014,110130,0.424551759231775,CVD
European,2015,1971565,0.847892680925474,CVD
European,2016,4865360.83333333,0.943043584248315,CVD
European,2017,2341590.77777778,0.832856110087742,CVD
European,2018,16993848.8333333,0.946109042310409,CVD
European,2019,7840275,0.964386006561039,CVD
European,2020,3728694.5,0.914257828590932,CVD
European,2021,8494551.97801697,0.905584838324872,CVD
Greater Middle Eastern (Middle Eastern,2007,0,0,CVD
Greater Middle Eastern (Middle Eastern,2008,0,0,CVD
Greater Middle Eastern (Middle Eastern,2009,0,0,CVD
Greater Middle Eastern (Middle Eastern,2010,176,0.000553807426054122,CVD
Greater Middle Eastern (Middle Eastern,2011,0,0,CVD
Greater Middle Eastern (Middle Eastern,2012,2248,0.00491797181792128,CVD
Greater Middle Eastern (Middle Eastern,2013,901,0.0017497082201331,CVD
Greater Middle Eastern (Middle Eastern,2014,0,0,CVD
Greater Middle Eastern (Middle Eastern,2015,1631.5,0.000701644079160418,CVD
Greater Middle Eastern (Middle Eastern,2016,6304.5,0.00122198917625195,CVD
Greater Middle Eastern (Middle Eastern,2017,5423.02777777778,0.00192886044084275,CVD
Greater Middle Eastern (Middle Eastern,2018,1053.5,5.86521561918889e-05,CVD
Greater Middle Eastern (Middle Eastern,2019,0,0,CVD
Greater Middle Eastern (Middle Eastern,2020,0,0,CVD
Greater Middle Eastern (Middle Eastern,2021,19640.5,0.00209382896980893,CVD
Hispanic or Latin American,2007,0,0,CVD
Hispanic or Latin American,2008,0,0,CVD
Hispanic or Latin American,2009,0,0,CVD
Hispanic or Latin American,2010,286,0.000899937067337948,CVD
Hispanic or Latin American,2011,0,0,CVD
Hispanic or Latin American,2012,518.166666666667,0.00113359833792388,CVD
Hispanic or Latin American,2013,4425,0.00859318409998777,CVD
Hispanic or Latin American,2014,794,0.00306087439235475,CVD
Hispanic or Latin American,2015,25497.2,0.010965344416285,CVD
Hispanic or Latin American,2016,50765.3333333333,0.0098397474600929,CVD
Hispanic or Latin American,2017,34762.5,0.0123643126722601,CVD
Hispanic or Latin American,2018,65942.6,0.00367126309909754,CVD
Hispanic or Latin American,2019,74121,0.00911718724053822,CVD
Hispanic or Latin American,2020,20445,0.00501301495886606,CVD
Hispanic or Latin American,2021,158260.683333333,0.0168718109796131,CVD
Native American,2007,0,0,CVD
Native American,2008,0,0,CVD
Native American,2009,0,0,CVD
Native American,2010,0,0,CVD
Native American,2011,0,0,CVD
Native American,2012,0,0,CVD
Native American,2013,0,0,CVD
Native American,2014,0,0,CVD
Native American,2015,0,0,CVD
Native American,2016,0,0,CVD
Native American,2017,5423.02777777778,0.00192886044084275,CVD
Native American,2018,7,3.89715323534146e-07,CVD
Native American,2019,0,0,CVD
Native American,2020,0,0,CVD
Native American,2021,0,0,CVD
North African or Persian),2007,0,0,CVD
North African or Persian),2008,0,0,CVD
North African or Persian),2009,0,0,CVD
North African or Persian),2010,176,0.000553807426054122,CVD
North African or Persian),2011,0,0,CVD
North African or Persian),2012,2248,0.00491797181792128,CVD
North African or Persian),2013,901,0.0017497082201331,CVD
North African or Persian),2014,0,0,CVD
North African or Persian),2015,1631.5,0.000701644079160418,CVD
North African or Persian),2016,6304.5,0.00122198917625195,CVD
North African or Persian),2017,5423.02777777778,0.00192886044084275,CVD
North African or Persian),2018,1053.5,5.86521561918889e-05,CVD
North African or Persian),2019,0,0,CVD
North African or Persian),2020,0,0,CVD
North African or Persian),2021,19640.5,0.00209382896980893,CVD
Oceanian,2007,0,0,CVD
Oceanian,2008,0,0,CVD
Oceanian,2009,0,0,CVD
Oceanian,2010,0,0,CVD
Oceanian,2011,0,0,CVD
Oceanian,2012,518.166666666667,0.00113359833792388,CVD
Oceanian,2013,0,0,CVD
Oceanian,2014,0,0,CVD
Oceanian,2015,0,0,CVD
Oceanian,2016,0,0,CVD
Oceanian,2017,7652.02777777778,0.00272167030625714,CVD
Oceanian,2018,0,0,CVD
Oceanian,2019,0,0,CVD
Oceanian,2020,0,0,CVD
Oceanian,2021,0,0,CVD
Other,2007,0,0,CVD
Other,2008,0,0,CVD
Other,2009,2183,0.00706815606281366,CVD
Other,2010,5323,0.0167495280050346,CVD
Other,2011,1128,0.001232333009591,CVD
Other,2012,2284.16666666667,0.00499709399203819,CVD
Other,2013,7488.66666666667,0.0145427099051092,CVD
Other,2014,1312,0.00505776725789602,CVD
Other,2015,4927.2,0.00211899522331548,CVD
Other,2016,10.5,2.03519491643199e-06,CVD
Other,2017,251.527777777778,8.94633035657158e-05,CVD
Other,2018,0,0,CVD
Other,2019,0,0,CVD
Other,2020,0,0,CVD
Other,2021,4264,0.000454575327881941,CVD
Other admixed ancestry,2007,0,0,CVD
Other admixed ancestry,2008,0,0,CVD
Other admixed ancestry,2009,0,0,CVD
Other admixed ancestry,2010,0,0,CVD
Other admixed ancestry,2011,0,0,CVD
Other admixed ancestry,2012,0,0,CVD
Other admixed ancestry,2013,0,0,CVD
Other admixed ancestry,2014,0,0,CVD
Other admixed ancestry,2015,0,0,CVD
Other admixed ancestry,2016,0,0,CVD
Other admixed ancestry,2017,5499.77777777778,0.00195615885141725,CVD
Other admixed ancestry,2018,0,0,CVD
Other admixed ancestry,2019,0,0,CVD
Other admixed ancestry,2020,0,0,CVD
Other admixed ancestry,2021,1055,0.000112471147025199,CVD
South Asian,2007,0,0,CVD
South Asian,2008,0,0,CVD
South Asian,2009,0,0,CVD
South Asian,2010,0,0,CVD
South Asian,2011,27973,0.0305603291465329,CVD
South Asian,2012,2465,0.00539270486262276,CVD
South Asian,2013,0,0,CVD
South Asian,2014,0,0,CVD
South Asian,2015,123114,0.0529464965747813,CVD
South Asian,2016,101842,0.0197398400646921,CVD
South Asian,2017,19053,0.00677676373519083,CVD
South Asian,2018,66440.6,0.00369898856068611,CVD
South Asian,2019,2078,0.000255602529456408,CVD
South Asian,2020,109306.5,0.0268014242896206,CVD
South Asian,2021,110792.766666667,0.0118113645015121,CVD
South East Asian,2007,0,0,CVD
South East Asian,2008,0,0,CVD
South East Asian,2009,0,0,CVD
South East Asian,2010,0,0,CVD
South East Asian,2011,0,0,CVD
South East Asian,2012,0,0,CVD
South East Asian,2013,0,0,CVD
South East Asian,2014,0,0,CVD
South East Asian,2015,0.2,8.60121457751049e-08,CVD
South East Asian,2016,0,0,CVD
South East Asian,2017,2603,0.000925834042024969,CVD
South East Asian,2018,771,4.29243592064038e-05,CVD
South East Asian,2019,423,5.20307362656692e-05,CVD
South East Asian,2020,0,0,CVD
South East Asian,2021,4240.5,0.00045207004640792,CVD
Sub-Saharan African,2007,0,0,CVD
Sub-Saharan African,2008,0,0,CVD
Sub-Saharan African,2009,0,0,CVD
Sub-Saharan African,2010,0,0,CVD
Sub-Saharan African,2011,0,0,CVD
Sub-Saharan African,2012,0,0,CVD
Sub-Saharan African,2013,0,0,CVD
Sub-Saharan African,2014,1373.5,0.00529485009810989,CVD
Sub-Saharan African,2015,0,0,CVD
Sub-Saharan African,2016,0,0,CVD
Sub-Saharan African,2017,0,0,CVD
Sub-Saharan African,2018,0,0,CVD
Sub-Saharan African,2019,4213,0.000518216292877693,CVD
Sub-Saharan African,2020,0,0,CVD
Sub-Saharan African,2021,1589.5,0.00016945297459389,CVD
African American or Afro-Caribbean,2007,0,0,Chronic respiratory disease
African American or Afro-Caribbean,2008,0,0,Chronic respiratory disease
African American or Afro-Caribbean,2009,16045,0.161438000563448,Chronic respiratory disease
African American or Afro-Caribbean,2010,44,0.000450681143091263,Chronic respiratory disease
African American or Afro-Caribbean,2011,3915,0.0173762910162578,Chronic respiratory disease
African American or Afro-Caribbean,2012,1594,0.00725402748703013,Chronic respiratory disease
African American or Afro-Caribbean,2013,513.5,0.00168577319046118,Chronic respiratory disease
African American or Afro-Caribbean,2014,19168.6666666667,0.0785063774656963,Chronic respiratory disease
African American or Afro-Caribbean,2015,10744,0.0622137294073366,Chronic respiratory disease
African American or Afro-Caribbean,2016,46305,0.0181089776806508,Chronic respiratory disease
African American or Afro-Caribbean,2017,7624,0.0120634629290607,Chronic respiratory disease
African American or Afro-Caribbean,2018,14766,0.00166868311452256,Chronic respiratory disease
African American or Afro-Caribbean,2019,78644.1590909091,0.00478205258088025,Chronic respiratory disease
African American or Afro-Caribbean,2020,10788,0.00594046648190355,Chronic respiratory disease
African American or Afro-Caribbean,2021,10119.7,0.00287589409886536,Chronic respiratory disease
African unspecified,2007,0,0,Chronic respiratory disease
African unspecified,2008,0,0,Chronic respiratory disease
African unspecified,2009,0,0,Chronic respiratory disease
African unspecified,2010,0,0,Chronic respiratory disease
African unspecified,2011,154,0.000683511830524573,Chronic respiratory disease
African unspecified,2012,0,0,Chronic respiratory disease
African unspecified,2013,0,0,Chronic respiratory disease
African unspecified,2014,0,0,Chronic respiratory disease
African unspecified,2015,232.333333333333,0.00134533908528523,Chronic respiratory disease
African unspecified,2016,445.333333333333,0.000174161135812183,Chronic respiratory disease
African unspecified,2017,4178,0.00661085363557392,Chronic respiratory disease
African unspecified,2018,0,0,Chronic respiratory disease
African unspecified,2019,245.409090909091,1.49223946205174e-05,Chronic respiratory disease
African unspecified,2020,19722.5,0.0108602938625642,Chronic respiratory disease
African unspecified,2021,18176.7,0.00516559426335227,Chronic respiratory disease
Asian unspecified,2007,0,0,Chronic respiratory disease
Asian unspecified,2008,0,0,Chronic respiratory disease
Asian unspecified,2009,0,0,Chronic respiratory disease
Asian unspecified,2010,0,0,Chronic respiratory disease
Asian unspecified,2011,0,0,Chronic respiratory disease
Asian unspecified,2012,0,0,Chronic respiratory disease
Asian unspecified,2013,216,0.000709108099590293,Chronic respiratory disease
Asian unspecified,2014,0,0,Chronic respiratory disease
Asian unspecified,2015,3466,0.0200700657228061,Chronic respiratory disease
Asian unspecified,2016,659.333333333333,0.00025785234029678,Chronic respiratory disease
Asian unspecified,2017,0,0,Chronic respiratory disease
Asian unspecified,2018,6227,0.00070370376230069,Chronic respiratory disease
Asian unspecified,2019,73,4.43885270615871e-06,Chronic respiratory disease
Asian unspecified,2020,0,0,Chronic respiratory disease
Asian unspecified,2021,0,0,Chronic respiratory disease
Central Asian,2007,0,0,Chronic respiratory disease
Central Asian,2008,0,0,Chronic respiratory disease
Central Asian,2009,0,0,Chronic respiratory disease
Central Asian,2010,0,0,Chronic respiratory disease
Central Asian,2011,0,0,Chronic respiratory disease
Central Asian,2012,0,0,Chronic respiratory disease
Central Asian,2013,0,0,Chronic respiratory disease
Central Asian,2014,0,0,Chronic respiratory disease
Central Asian,2015,0,0,Chronic respiratory disease
Central Asian,2016,0,0,Chronic respiratory disease
Central Asian,2017,0,0,Chronic respiratory disease
Central Asian,2018,0,0,Chronic respiratory disease
Central Asian,2019,218.409090909091,1.32806271812532e-05,Chronic respiratory disease
Central Asian,2020,0,0,Chronic respiratory disease
Central Asian,2021,0,0,Chronic respiratory disease
East Asian,2007,0,0,Chronic respiratory disease
East Asian,2008,1711,0.0294761141833342,Chronic respiratory disease
East Asian,2009,4665,0.0469372560067614,Chronic respiratory disease
East Asian,2010,34989,0.358383693536823,Chronic respiratory disease
East Asian,2011,64060,0.284323167944183,Chronic respiratory disease
East Asian,2012,76295,0.347205788659325,Chronic respiratory disease
East Asian,2013,29014,0.0952502888958924,Chronic respiratory disease
East Asian,2014,20184,0.0826647335635037,Chronic respiratory disease
East Asian,2015,2378,0.0137699412258606,Chronic respiratory disease
East Asian,2016,76210,0.0298042368867811,Chronic respiratory disease
East Asian,2017,21129,0.0334324381201631,Chronic respiratory disease
East Asian,2018,1291,0.000145893938835746,Chronic respiratory disease
East Asian,2019,144993.159090909,0.00881648324116689,Chronic respiratory disease
East Asian,2020,6682,0.00367947692177229,Chronic respiratory disease
East Asian,2021,173228.76875,0.0492294824749584,Chronic respiratory disease
European,2007,5801,1,Chronic respiratory disease
European,2008,50876.5,0.876470790910814,Chronic respiratory disease
European,2009,75487,0.759518251700406,Chronic respiratory disease
European,2010,48983.5,0.501725903922974,Chronic respiratory disease
European,2011,148776,0.660325688948857,Chronic respiratory disease
European,2012,138029,0.628146900882862,Chronic respiratory disease
European,2013,267995.5,0.879804535665511,Chronic respiratory disease
European,2014,188463.666666667,0.771863792677416,Chronic respiratory disease
European,2015,151299.333333333,0.876107202486079,Chronic respiratory disease
European,2016,2396710.33333333,0.937306423352088,Chronic respiratory disease
European,2017,596017,0.943078303330269,Chronic respiratory disease
European,2018,8783487,0.992608454796724,Chronic respiratory disease
European,2019,16148699.6590909,0.98194108469452,Chronic respiratory disease
European,2020,1777021.5,0.978525830401554,Chronic respiratory disease
European,2021,3233242.96819512,0.918847828733091,Chronic respiratory disease
Greater Middle Eastern (Middle Eastern,2007,0,0,Chronic respiratory disease
Greater Middle Eastern (Middle Eastern,2008,0,0,Chronic respiratory disease
Greater Middle Eastern (Middle Eastern,2009,0,0,Chronic respiratory disease
Greater Middle Eastern (Middle Eastern,2010,0,0,Chronic respiratory disease
Greater Middle Eastern (Middle Eastern,2011,0,0,Chronic respiratory disease
Greater Middle Eastern (Middle Eastern,2012,0,0,Chronic respiratory disease
Greater Middle Eastern (Middle Eastern,2013,326.666666666667,0.00107241657036804,Chronic respiratory disease
Greater Middle Eastern (Middle Eastern,2014,0,0,Chronic respiratory disease
Greater Middle Eastern (Middle Eastern,2015,0,0,Chronic respiratory disease
Greater Middle Eastern (Middle Eastern,2016,0,0,Chronic respiratory disease
Greater Middle Eastern (Middle Eastern,2017,0,0,Chronic respiratory disease
Greater Middle Eastern (Middle Eastern,2018,1053.5,0.000119054426462787,Chronic respiratory disease
Greater Middle Eastern (Middle Eastern,2019,219.409090909091,1.33414333827074e-05,Chronic respiratory disease
Greater Middle Eastern (Middle Eastern,2020,0,0,Chronic respiratory disease
Greater Middle Eastern (Middle Eastern,2021,0,0,Chronic respiratory disease
Hispanic or Latin American,2007,0,0,Chronic respiratory disease
Hispanic or Latin American,2008,0,0,Chronic respiratory disease
Hispanic or Latin American,2009,3191,0.0321064917293838,Chronic respiratory disease
Hispanic or Latin American,2010,66,0.000676021714636894,Chronic respiratory disease
Hispanic or Latin American,2011,8264,0.0366788426458122,Chronic respiratory disease
Hispanic or Latin American,2012,3822,0.0173932829707837,Chronic respiratory disease
Hispanic or Latin American,2013,5002.5,0.0164227466120391,Chronic respiratory disease
Hispanic or Latin American,2014,16350.6666666667,0.0669650962933839,Chronic respiratory disease
Hispanic or Latin American,2015,4575.33333333333,0.0264937220726329,Chronic respiratory disease
Hispanic or Latin American,2016,35798.3333333333,0.0140000263327466,Chronic respiratory disease
Hispanic or Latin American,2017,3043,0.00481494198493333,Chronic respiratory disease
Hispanic or Latin American,2018,41016,0.00463515553469168,Chronic respiratory disease
Hispanic or Latin American,2019,71148.75,0.00432628522571657,Chronic respiratory disease
Hispanic or Latin American,2020,1805,0.000993932332205775,Chronic respiratory disease
Hispanic or Latin American,2021,82695.2,0.0235009573094549,Chronic respiratory disease
Native American,2007,0,0,Chronic respiratory disease
Native American,2008,0,0,Chronic respiratory disease
Native American,2009,0,0,Chronic respiratory disease
Native American,2010,0,0,Chronic respiratory disease
Native American,2011,0,0,Chronic respiratory disease
Native American,2012,0,0,Chronic respiratory disease
Native American,2013,0,0,Chronic respiratory disease
Native American,2014,0,0,Chronic respiratory disease
Native American,2015,0,0,Chronic respiratory disease
Native American,2016,445.333333333333,0.000174161135812183,Chronic respiratory disease
Native American,2017,0,0,Chronic respiratory disease
Native American,2018,0,0,Chronic respiratory disease
Native American,2019,242.909090909091,1.47703791168818e-05,Chronic respiratory disease
Native American,2020,0,0,Chronic respiratory disease
Native American,2021,1338,0.000380243120278452,Chronic respiratory disease
North African or Persian),2007,0,0,Chronic respiratory disease
North African or Persian),2008,0,0,Chronic respiratory disease
North African or Persian),2009,0,0,Chronic respiratory disease
North African or Persian),2010,0,0,Chronic respiratory disease
North African or Persian),2011,0,0,Chronic respiratory disease
North African or Persian),2012,0,0,Chronic respiratory disease
North African or Persian),2013,326.666666666667,0.00107241657036804,Chronic respiratory disease
North African or Persian),2014,0,0,Chronic respiratory disease
North African or Persian),2015,0,0,Chronic respiratory disease
North African or Persian),2016,0,0,Chronic respiratory disease
North African or Persian),2017,0,0,Chronic respiratory disease
North African or Persian),2018,1053.5,0.000119054426462787,Chronic respiratory disease
North African or Persian),2019,219.409090909091,1.33414333827074e-05,Chronic respiratory disease
North African or Persian),2020,0,0,Chronic respiratory disease
North African or Persian),2021,0,0,Chronic respiratory disease
Oceanian,2007,0,0,Chronic respiratory disease
Oceanian,2008,0,0,Chronic respiratory disease
Oceanian,2009,0,0,Chronic respiratory disease
Oceanian,2010,0,0,Chronic respiratory disease
Oceanian,2011,0,0,Chronic respiratory disease
Oceanian,2012,0,0,Chronic respiratory disease
Oceanian,2013,216,0.000709108099590293,Chronic respiratory disease
Oceanian,2014,0,0,Chronic respiratory disease
Oceanian,2015,0,0,Chronic respiratory disease
Oceanian,2016,0,0,Chronic respiratory disease
Oceanian,2017,0,0,Chronic respiratory disease
Oceanian,2018,0,0,Chronic respiratory disease
Oceanian,2019,0,0,Chronic respiratory disease
Oceanian,2020,0,0,Chronic respiratory disease
Oceanian,2021,0,0,Chronic respiratory disease
Other,2007,0,0,Chronic respiratory disease
Other,2008,5459.5,0.0940530949058522,Chronic respiratory disease
Other,2009,0,0,Chronic respiratory disease
Other,2010,13547.5,0.138763699682475,Chronic respiratory disease
Other,2011,138,0.000612497614366176,Chronic respiratory disease
Other,2012,0,0,Chronic respiratory disease
Other,2013,997.166666666667,0.00327360629617957,Chronic respiratory disease
Other,2014,0,0,Chronic respiratory disease
Other,2015,0,0,Chronic respiratory disease
Other,2016,445.333333333333,0.000174161135812183,Chronic respiratory disease
Other,2017,0,0,Chronic respiratory disease
Other,2018,0,0,Chronic respiratory disease
Other,2019,0,0,Chronic respiratory disease
Other,2020,0,0,Chronic respiratory disease
Other,2021,0,0,Chronic respiratory disease
Other admixed ancestry,2007,0,0,Chronic respiratory disease
Other admixed ancestry,2008,0,0,Chronic respiratory disease
Other admixed ancestry,2009,0,0,Chronic respiratory disease
Other admixed ancestry,2010,0,0,Chronic respiratory disease
Other admixed ancestry,2011,0,0,Chronic respiratory disease
Other admixed ancestry,2012,0,0,Chronic respiratory disease
Other admixed ancestry,2013,0,0,Chronic respiratory disease
Other admixed ancestry,2014,0,0,Chronic respiratory disease
Other admixed ancestry,2015,0,0,Chronic respiratory disease
Other admixed ancestry,2016,0,0,Chronic respiratory disease
Other admixed ancestry,2017,0,0,Chronic respiratory disease
Other admixed ancestry,2018,0,0,Chronic respiratory disease
Other admixed ancestry,2019,533.909090909091,3.24649837400624e-05,Chronic respiratory disease
Other admixed ancestry,2020,0,0,Chronic respiratory disease
Other admixed ancestry,2021,0,0,Chronic respiratory disease
South Asian,2007,0,0,Chronic respiratory disease
South Asian,2008,0,0,Chronic respiratory disease
South Asian,2009,0,0,Chronic respiratory disease
South Asian,2010,0,0,Chronic respiratory disease
South Asian,2011,0,0,Chronic respiratory disease
South Asian,2012,0,0,Chronic respiratory disease
South Asian,2013,0,0,Chronic respiratory disease
South Asian,2014,0,0,Chronic respiratory disease
South Asian,2015,0,0,Chronic respiratory disease
South Asian,2016,0,0,Chronic respiratory disease
South Asian,2017,0,0,Chronic respiratory disease
South Asian,2018,0,0,Chronic respiratory disease
South Asian,2019,218.409090909091,1.32806271812532e-05,Chronic respiratory disease
South Asian,2020,0,0,Chronic respiratory disease
South Asian,2021,0,0,Chronic respiratory disease
South East Asian,2007,0,0,Chronic respiratory disease
South East Asian,2008,0,0,Chronic respiratory disease
South East Asian,2009,0,0,Chronic respiratory disease
South East Asian,2010,0,0,Chronic respiratory disease
South East Asian,2011,0,0,Chronic respiratory disease
South East Asian,2012,0,0,Chronic respiratory disease
South East Asian,2013,0,0,Chronic respiratory disease
South East Asian,2014,0,0,Chronic respiratory disease
South East Asian,2015,0,0,Chronic respiratory disease
South East Asian,2016,0,0,Chronic respiratory disease
South East Asian,2017,0,0,Chronic respiratory disease
South East Asian,2018,0,0,Chronic respiratory disease
South East Asian,2019,234.409090909091,1.42535264045208e-05,Chronic respiratory disease
South East Asian,2020,0,0,Chronic respiratory disease
South East Asian,2021,0,0,Chronic respiratory disease
Aboriginal Australian,2007,0,0,Diabetes and CKD
Aboriginal Australian,2008,0,0,Diabetes and CKD
Aboriginal Australian,2009,0,0,Diabetes and CKD
Aboriginal Australian,2010,0,0,Diabetes and CKD
Aboriginal Australian,2011,0,0,Diabetes and CKD
Aboriginal Australian,2012,0,0,Diabetes and CKD
Aboriginal Australian,2013,0,0,Diabetes and CKD
Aboriginal Australian,2014,0,0,Diabetes and CKD
Aboriginal Australian,2015,752,0.00323036543508984,Diabetes and CKD
Aboriginal Australian,2016,0,0,Diabetes and CKD
Aboriginal Australian,2017,0,0,Diabetes and CKD
Aboriginal Australian,2018,0,0,Diabetes and CKD
Aboriginal Australian,2019,0,0,Diabetes and CKD
Aboriginal Australian,2020,0,0,Diabetes and CKD
Aboriginal Australian,2021,0,0,Diabetes and CKD
African American or Afro-Caribbean,2007,0,0,Diabetes and CKD
African American or Afro-Caribbean,2008,0,0,Diabetes and CKD
African American or Afro-Caribbean,2009,0,0,Diabetes and CKD
African American or Afro-Caribbean,2010,5034,0.0112700146863918,Diabetes and CKD
African American or Afro-Caribbean,2011,56481,0.212853918018021,Diabetes and CKD
African American or Afro-Caribbean,2012,6449,0.0154766218774973,Diabetes and CKD
African American or Afro-Caribbean,2013,4230,0.008012425889796,Diabetes and CKD
African American or Afro-Caribbean,2014,35371,0.098525639061512,Diabetes and CKD
African American or Afro-Caribbean,2015,6108,0.0262381277626712,Diabetes and CKD
African American or Afro-Caribbean,2016,4884,0.00325858949245,Diabetes and CKD
African American or Afro-Caribbean,2017,1034,0.0016518126007422,Diabetes and CKD
African American or Afro-Caribbean,2018,60414.15,0.00455128031278957,Diabetes and CKD
African American or Afro-Caribbean,2019,514646,0.0304100552916005,Diabetes and CKD
African American or Afro-Caribbean,2020,56092,0.00838092790552257,Diabetes and CKD
African American or Afro-Caribbean,2021,128550.416666667,0.0199461692977871,Diabetes and CKD
African unspecified,2007,0,0,Diabetes and CKD
African unspecified,2008,0,0,Diabetes and CKD
African unspecified,2009,0,0,Diabetes and CKD
African unspecified,2010,0,0,Diabetes and CKD
African unspecified,2011,0,0,Diabetes and CKD
African unspecified,2012,0,0,Diabetes and CKD
African unspecified,2013,0,0,Diabetes and CKD
African unspecified,2014,0,0,Diabetes and CKD
African unspecified,2015,0,0,Diabetes and CKD
African unspecified,2016,33311,0.0222249947958644,Diabetes and CKD
African unspecified,2017,10401,0.0166155733658797,Diabetes and CKD
African unspecified,2018,0,0,Diabetes and CKD
African unspecified,2019,64204,0.00379376734676247,Diabetes and CKD
African unspecified,2020,223,3.33193133233176e-05,Diabetes and CKD
African unspecified,2021,76126.5,0.0118119574904632,Diabetes and CKD
Asian unspecified,2007,0,0,Diabetes and CKD
Asian unspecified,2008,0,0,Diabetes and CKD
Asian unspecified,2009,0,0,Diabetes and CKD
Asian unspecified,2010,0,0,Diabetes and CKD
Asian unspecified,2011,1783,0.00671940184887187,Diabetes and CKD
Asian unspecified,2012,1783,0.00427892957165107,Diabetes and CKD
Asian unspecified,2013,3968,0.00751614797416324,Diabetes and CKD
Asian unspecified,2014,0,0,Diabetes and CKD
Asian unspecified,2015,0,0,Diabetes and CKD
Asian unspecified,2016,42923,0.0286380910697034,Diabetes and CKD
Asian unspecified,2017,0,0,Diabetes and CKD
Asian unspecified,2018,61187,0.00460950271581501,Diabetes and CKD
Asian unspecified,2019,27357,0.00161650509789703,Diabetes and CKD
Asian unspecified,2020,63565.75,0.00949761049722725,Diabetes and CKD
Asian unspecified,2021,440977,0.0684229746313303,Diabetes and CKD
East Asian,2007,188,0.0011580276571499,Diabetes and CKD
East Asian,2008,28977,0.152001720556453,Diabetes and CKD
East Asian,2009,12999,0.114101382488479,Diabetes and CKD
East Asian,2010,46564,0.104246516459505,Diabetes and CKD
East Asian,2011,65330,0.246202200104767,Diabetes and CKD
East Asian,2012,61913,0.148581809629631,Diabetes and CKD
East Asian,2013,163266,0.309256909059913,Diabetes and CKD
East Asian,2014,22305,0.0621304000245123,Diabetes and CKD
East Asian,2015,947,0.00406802668488043,Diabetes and CKD
East Asian,2016,108610,0.0724642515919317,Diabetes and CKD
East Asian,2017,88398,0.141215599884341,Diabetes and CKD
East Asian,2018,274730.15,0.02069670636804,Diabetes and CKD
East Asian,2019,833440,0.0492473593153965,Diabetes and CKD
East Asian,2020,556610.5,0.0831653795899035,Diabetes and CKD
East Asian,2021,310341.685416667,0.0481533079237894,Diabetes and CKD
European,2007,153531,0.945708213988728,Diabetes and CKD
European,2008,161659,0.847998279443547,Diabetes and CKD
European,2009,100926,0.885898617511521,Diabetes and CKD
European,2010,395074,0.884483468854103,Diabetes and CKD
European,2011,71789,0.270543544211252,Diabetes and CKD
European,2012,329960,0.791853954830055,Diabetes and CKD
European,2013,282869,0.535807777546266,Diabetes and CKD
European,2014,275439,0.767233142898527,Diabetes and CKD
European,2015,220325,0.946449819795439,Diabetes and CKD
European,2016,1268188,0.846131058814738,Diabetes and CKD
European,2017,455165,0.727125031350892,Diabetes and CKD
European,2018,12759663.4,0.96124508629587,Diabetes and CKD
European,2019,14752467,0.871712472568546,Diabetes and CKD
European,2020,5758250.75,0.860363053513357,Diabetes and CKD
European,2021,5032121.65152845,0.780795216313548,Diabetes and CKD
Greater Middle Eastern (Middle Eastern,2007,0,0,Diabetes and CKD
Greater Middle Eastern (Middle Eastern,2008,0,0,Diabetes and CKD
Greater Middle Eastern (Middle Eastern,2009,0,0,Diabetes and CKD
Greater Middle Eastern (Middle Eastern,2010,0,0,Diabetes and CKD
Greater Middle Eastern (Middle Eastern,2011,0,0,Diabetes and CKD
Greater Middle Eastern (Middle Eastern,2012,0,0,Diabetes and CKD
Greater Middle Eastern (Middle Eastern,2013,246.5,0.000466917962608679,Diabetes and CKD
Greater Middle Eastern (Middle Eastern,2014,1643,0.00457656342704657,Diabetes and CKD
Greater Middle Eastern (Middle Eastern,2015,0,0,Diabetes and CKD
Greater Middle Eastern (Middle Eastern,2016,0,0,Diabetes and CKD
Greater Middle Eastern (Middle Eastern,2017,140.5,0.000224448423988664,Diabetes and CKD
Greater Middle Eastern (Middle Eastern,2018,0,0,Diabetes and CKD
Greater Middle Eastern (Middle Eastern,2019,0,0,Diabetes and CKD
Greater Middle Eastern (Middle Eastern,2020,0,0,Diabetes and CKD
Greater Middle Eastern (Middle Eastern,2021,18272,0.00283512426376811,Diabetes and CKD
Hispanic or Latin American,2007,2527,0.0155656164341372,Diabetes and CKD
Hispanic or Latin American,2008,0,0,Diabetes and CKD
Hispanic or Latin American,2009,0,0,Diabetes and CKD
Hispanic or Latin American,2010,0,0,Diabetes and CKD
Hispanic or Latin American,2011,5167,0.0194723215665289,Diabetes and CKD
Hispanic or Latin American,2012,0,0,Diabetes and CKD
Hispanic or Latin American,2013,9942,0.0188320421267971,Diabetes and CKD
Hispanic or Latin American,2014,2583,0.00719492594769403,Diabetes and CKD
Hispanic or Latin American,2015,1409,0.00605263949207658,Diabetes and CKD
Hispanic or Latin American,2016,15927,0.0106264444812144,Diabetes and CKD
Hispanic or Latin American,2017,24224,0.038697783791469,Diabetes and CKD
Hispanic or Latin American,2018,47766.15,0.00359844735236287,Diabetes and CKD
Hispanic or Latin American,2019,554340,0.0327555446857565,Diabetes and CKD
